last_name, first_name,player_id,year,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrel,barrel_batted_rate,solidcontact_percent,flareburner_percent,poorlyunder_percent,poorlytopped_percent,poorlyweak_percent,hard_hit_percent,avg_best_speed,avg_hyper_speed,z_swing_percent,z_swing_miss_percent,oz_swing_percent,oz_swing_miss_percent,oz_contact_percent,out_zone_swing_miss,out_zone_swing,out_zone_percent,out_zone,meatball_swing_percent,meatball_percent,pitch_count_offspeed,pitch_count_fastball,pitch_count_breaking,pitch_count,iz_contact_percent,in_zone_swing_miss,in_zone_swing,in_zone_percent,in_zone,edge_percent,edge,whiff_percent,swing_percent,pull_percent,straightaway_percent,opposite_percent,batted_ball,f_strike_percent,groundballs_percent,groundballs,flyballs_percent,flyballs,linedrives_percent,linedrives,popups_percent,popups,pop_2b_sba_count,pop_2b_sba,pop_2b_sb,pop_2b_cs,pop_3b_sba_count,pop_3b_sba,pop_3b_sb,pop_3b_cs,exchange_2b_3b_sba,maxeff_arm_2b_3b_sba,n_outs_above_average,n_fieldout_5stars,n_opp_5stars,n_5star_percent,n_fieldout_4stars,n_opp_4stars,n_4star_percent,n_fieldout_3stars,n_opp_3stars,n_3star_percent,n_opp_2stars,n_2star_percent,n_fieldout_2stars,n_1star_percent,n_fieldout_1stars,n_opp_1stars,rel_league_reaction_distance,rel_league_burst_distance,rel_league_routing_distance,rel_league_bootup_distance,f_bootup_distance,n_bolts,hp_to_1b,sprint_speed,
Nootbaar, Lars,663457,2022,91.7,10.7,30.4,27,12.1,4.9,22.3,23.2,33.5,4,46,101.790400273,7.340542192,58.5,19,20.9,35.3,62,53,150,51.5,716,60.8,7.3,241,790,351,1389,80.5,75,394,48.5,673,44.1,612,23.5,39.2,43.8,34.4,21.9,224,61.7,46,103,25,56,23.7,53,5.4,12,,,,,,,,,,,1,0,18,0.0,1,6,16.7,7,9,77.8,12,100.0,12,100.0,14,14,-0.6,0.7,0,0.1,33.6,,4.28,28.2,
Davis, Brendon,663478,2022,88,34.2,42.9,1,14.3,0,28.6,42.9,14.3,0,42.9,97.4071625,5.491647143,72.2,30.8,33.3,44.4,55.6,4,9,60,27,100,6.7,7,18,20,45,69.2,4,13,40,18,48.9,22,36.4,48.9,28.6,42.9,28.6,7,54.5,14.3,1,42.9,3,14.3,1,28.6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nevin, Tyler,663527,2022,87.3,17.7,34.2,4,3.5,5.3,26.3,32.5,25.4,6.1,37.7,98.356865263,5.376842655,69,18.5,23.7,49.5,50.5,48,97,51.6,409,81.3,8.1,93,453,247,793,81.5,49,265,48.4,384,43.1,342,26.8,45.6,36,33.3,30.7,114,56,39.5,45,28.1,32,25.4,29,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.75,25.6,
Hoerner, Nico,663538,2022,87.2,10.7,32.6,11,2.6,4.7,26.3,24.4,35.9,4,33.5,97.678971875,4.908702909,65.2,7.3,33.7,27.1,71.9,84,310,50.9,920,68.9,7.5,246,916,642,1831,92.6,42,579,49.1,888,42.7,772,14.2,49.2,33.6,35.2,31.2,426,64.7,46.5,198,24.2,103,23.5,100,5.9,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,4.28,29.1,
Riley, Austin,663586,2022,92.5,12.9,37.7,71,15.7,8.4,20.2,22.8,29.7,2.9,50.8,104.398300222,8.785171533,75.3,18.7,30.1,47.8,52.2,200,418,52.6,1388,84.5,7.1,302,1461,869,2641,81.3,176,943,47.4,1253,41.4,1093,27.6,51.5,39.2,36.4,24.4,451,63.2,39,176,28.8,130,26.2,118,6,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,27.8,
Madrigal, Nick,663611,2022,85.9,-0.2,26.6,0,0,1.6,23.9,16.3,51.1,4.3,24.6,94.969870795,3.48588483,59.7,6.2,28.5,19.3,80.7,23,119,49.1,418,72.6,7.3,66,548,237,871,93.4,16,259,50.9,434,45.2,385,10.3,44.5,26.1,45.1,28.8,184,66.2,62.5,115,9.8,18,23.9,44,3.8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.37,27.4,
Larnach, Trevor,663616,2022,90.1,13.1,36.2,12,11.4,10.5,20,23.8,32.4,1.9,43.8,101.431611321,7.113861143,59.5,26.7,25.1,69.5,30.5,66,95,52.2,378,64.6,6.6,148,336,240,724,73.3,55,206,47.8,346,42.5,308,40.2,41.6,38.1,36.2,25.7,105,60.3,41.9,44,36.2,38,18.1,19,3.8,4,,,,,,,,,,,1,0,6,0.0,1,4,25.0,3,4,75.0,5,100.0,5,93.3,14,15,0,0,0.2,0.2,33.6,,4.48,27.0,
Mountcastle, Ryan,663624,2022,91.3,15.9,39.5,61,15,4.7,27,24.3,26.5,1.7,46.3,101.941494208,7.335163391,79.1,22,37.8,42.9,57.1,210,490,55.5,1298,90.9,6.1,226,1253,859,2340,78,181,824,44.5,1042,41.3,967,29.8,56.2,32.1,37.5,30.4,408,63.3,37.3,152,32.1,131,25.7,105,4.9,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.51,27.5,
McKenna, Ryan,663630,2022,86.7,15.4,37.5,10,9.6,3.8,22.1,26,30.8,6.7,30.1,97.3643112,4.729450101,72.3,26.8,28.8,60.3,38.5,47,78,45.5,271,82.2,7.6,60,348,183,597,72.8,63,235,54.5,325,42.8,255,35,52.6,40.4,31.7,27.9,104,70.2,43.3,45,25,26,25,26,6.7,7,,,,,,,,,,,3,0,7,0.0,3,4,75.0,2,3,66.7,3,100.0,3,100.0,10,10,-0.8,1.7,0.4,1.3,34.1,10,4.2,29.4,
Hayes, Ke'Bryan,663647,2022,91,5.2,30.6,15,3.9,6.2,27.5,21,38.4,1.8,46.8,102.263213822,7.477046745,61.3,10.7,27.1,41.3,58.7,131,317,52.6,1171,69.9,7,206,1246,774,2227,89.3,69,647,47.4,1056,42.4,944,20.7,43.3,26,40.5,33.5,385,58.6,49.6,191,17.7,68,27,104,5.7,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.41,27.9,
Tucker, Kyle,663656,2022,90,19,34.4,46,10.2,10.2,21.7,30.2,25.3,2.2,42.4,100.332560357,6.468288036,80.1,13.4,26.1,39.5,60.2,118,299,50.7,1146,90.6,6.1,372,1205,680,2262,86.5,120,894,49.3,1116,43.2,978,19.9,52.7,41.9,34.8,23.3,451,61.1,34.4,155,37.7,170,22,99,6,27,,,,,,,,,,,5,0,23,0.0,2,6,33.3,8,12,66.7,21,90.5,19,100.0,30,30,0,-0.9,0.2,-0.7,32.4,,4.51,26.6,
Cameron, Daz,663662,2022,90.4,17.1,43.2,4,9.1,9.1,22.7,29.5,29.5,0,43.2,100.319888182,6.301869318,68.2,20,27.6,56.8,43.2,21,37,50.4,134,75,9,31,150,85,266,80,18,90,49.6,132,44.7,119,30.7,47.7,36.4,36.4,27.3,44,58.6,31.8,14,31.8,14,22.7,10,13.6,6,,,,,,,,,,,-1,0,1,0.0,2,2,100.0,0,3,0.0,4,100.0,4,100.0,2,2,-1,0.9,0.1,-0.1,34.2,1,4.41,28.5,
India, Jonathan,663697,2022,85.1,14.5,36,14,4.8,4.5,26.7,27.4,30.8,5.1,28.8,97.40599669,4.71951917,56.9,14.9,24.4,44.6,55,90,202,48,827,68.1,6.9,187,1004,533,1732,84.9,76,510,52,897,43.6,752,23.5,41.3,44.2,34.6,21.2,292,61.5,41.8,122,25.7,75,23.6,69,8.9,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.46,27.7,
Bart, Joey,663698,2022,87.3,16.3,32.2,15,10.1,6,30.9,20.1,22.1,10.1,43,101.289725342,6.721199726,63.4,29.1,31,56.1,42.8,101,180,50,581,65.5,7.2,131,649,377,1161,70.4,107,368,50,580,43.6,506,38,47.2,51.7,24.8,23.5,149,67,44.3,66,24.2,36,22.1,33,9.4,14,22,1.97,1.97,1.99,1,1.73,,1.73,0.77,82.2,,,,,,,,,,,,,,,,,,,,,,,4.61,27.1,
Raleigh, Cal,663728,2022,90.9,22.5,36,39,15.4,8.7,17.8,36.4,19.4,2.4,43.5,101.200073622,7.046335375,77.6,24.1,31.1,49.1,50.9,135,275,53.8,883,88,6.6,351,814,470,1642,75.4,142,589,46.2,759,42.3,694,32.1,52.6,45.8,32,22.1,253,63.1,29.2,74,41.5,105,20.2,51,9.1,23,46,1.99,1.99,1.98,2,1.51,1.48,1.54,0.79,83.8,,,,,,,,,,,,,,,,,,,,,,,4.57,26.8,
Fortes, Nick,663743,2022,89.3,15.4,30.2,12,7,5.2,25,31.4,28.5,1.7,37.8,99.460571882,5.908283529,64.7,14.4,25.3,44,56,48,109,50.7,431,76.1,8.4,84,513,251,850,85.6,39,271,49.3,419,42.4,360,22.9,44.7,40.7,33.1,26.2,172,56.7,39.5,68,29.1,50,20.3,35,11,19,23,1.93,1.94,1.9,4,1.49,1.48,1.5,0.68,80.7,,,,,,,,,,,,,,,,,,,,,,,4.48,27.9,
Grisham, Trent,663757,2022,88.3,15.1,25.5,25,8.1,5.8,19,28.1,28.4,10.3,35.5,99.46593125,5.84436934,56,19.6,20.8,44.7,52.7,101,226,49.1,1089,65,8,321,1381,504,2219,78.5,124,633,50.9,1130,44.7,992,26.2,38.7,43.5,31.6,24.8,310,58.9,46.1,143,30,93,14.8,46,9,28,,,,,,,,,,,17,4,22,18.2,12,16,75.0,18,24,75.0,32,93.8,30,100.0,24,24,2,0.5,-1.4,1.1,35.4,8,4.35,28.8,
Vierling, Matt,663837,2022,91.2,12,35.2,13,5,7.7,29.9,24.5,31.8,1.1,47.1,101.211212846,6.995167231,59.9,12,28.3,36.5,63.5,70,192,48.4,679,67.5,8.3,119,858,422,1404,86.9,52,434,51.6,725,41.7,585,19.5,44.6,28.4,42.5,29.1,261,64.7,41.4,108,23.4,61,27.6,72,7.7,20,,,,,,,,,,,-1,0,16,0.0,1,10,10.0,8,11,72.7,14,85.7,12,100.0,13,13,-2,-0.7,0.6,-2.1,32.5,21,4.34,29.6,
Rivas III, Alfonso,663845,2022,86.9,4.9,34.7,7,4.2,3,29.3,19.8,32.3,10.2,35.3,98.449898395,5.317647826,62.1,15.7,22.5,54.3,44.9,75,138,50.8,614,75.9,7.2,146,685,359,1208,84,58,369,49.2,594,42.6,515,26.2,42,32.3,38.3,29.3,167,60.6,52.1,87,19.2,32,26.3,44,2.4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.63,26.2,
Gonzalez, Romy,663853,2022,91.2,3.3,29.9,6,9,4.5,25.4,17.9,37.3,4.5,49.3,102.563254242,7.828662308,70.2,28.5,35.6,58.2,41.8,39,67,47.8,188,75,9.2,38,228,123,393,71.5,41,144,52.2,205,46.1,181,37.9,53.7,29.9,34.3,35.8,67,62.4,58.2,39,26.9,18,13.4,9,1.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4.38,28.5,
Stephenson, Tyler,663886,2022,87.1,11.1,46.3,8,6.6,7.4,29.8,19,33.1,4.1,34.7,97.521469508,4.827161901,61.9,17.6,25.2,50,50,46,92,49.9,365,80,7.5,78,408,245,732,82.4,40,227,50.1,367,45.5,333,27,43.6,46.3,34.7,19,121,64.5,40.5,49,18.2,22,36.4,44,5,6,20,1.94,1.95,1.92,0,,,,0.72,83.7,,,,,,,,,,,,,,,,,,,,,,,4.64,26.5,
Williams, Luke,663897,2022,83.3,16.7,36.1,3,3.6,4.8,27.7,31.3,24.1,8.4,22.9,94.44903675,3.478494625,71.3,20.6,29.9,52.5,40,42,80,49.6,268,78.4,6.9,50,326,159,540,77.8,40,194,50.4,272,43.9,237,29.9,50.7,41,36.1,22.9,83,61.5,41,34,21.7,18,24.1,20,13.3,11,,,,,,,,,,,0,0,3,0.0,0,0,,0,0,,0,,0,100.0,2,2,,,,,,2,4.23,28.8,
Rodgers, Brendan,663898,2022,90,4.6,31.3,31,7.2,5.6,26.2,17.9,39,3.5,45.9,101.127645047,6.882864603,72,15.4,27.3,41.6,58.4,121,291,50.5,1066,82.4,7.2,284,1219,603,2112,84.6,116,753,49.5,1046,42,887,22.7,49.4,27.4,38.5,34.1,431,61.1,52,224,19.7,85,25.5,110,2.8,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.52,26.7,
Plummer, Nick,663911,2022,89.1,7.8,47.1,2,11.8,0,35.3,23.5,23.5,5.9,41.2,100.664212222,6.946844118,60.4,18.8,34.9,73.3,26.7,11,15,44.8,43,85.7,14.6,12,52,32,96,81.3,6,32,55.2,53,37.5,36,36.2,49,41.2,47.1,11.8,17,64.5,47.1,8,29.4,5,23.5,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.1,
Lowe, Nathaniel,663993,2022,90.2,8.2,34.1,44,9.9,5.2,28,18.4,35,3.4,44.8,101.963916216,7.317229707,74.1,17.9,29.1,43.7,56,156,357,48.6,1226,83.7,7.5,228,1605,691,2525,82.1,172,962,51.4,1299,44.4,1121,24.9,52.2,30.7,40.8,28.5,446,62.7,48.2,215,21.5,96,26,116,4.3,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.39,27.1,
Happ, Ian,664023,2022,89.7,10.9,29.2,28,6.5,6.5,24.1,23.8,35.3,2.8,40.4,100.312408396,6.405566288,71.7,20.5,26.6,44.6,55.4,153,343,50.5,1288,83.4,7.6,491,1387,661,2572,79.5,185,904,49.5,1261,45.2,1151,27.2,49,40,34.6,25.5,428,57.7,47.4,203,24.8,106,22,94,5.8,25,,,,,,,,,,,2,1,28,3.6,4,12,33.3,14,18,77.8,25,92.0,23,100.0,24,24,0.9,-0.7,-0.9,-0.7,33.1,,4.32,27.9,
Mathias, Mark,664029,2022,90.2,11.8,34.6,6,11.5,5.8,30.8,19.2,32.7,0,46.2,99.592462692,5.998095769,56.7,30,23.3,44.9,55.1,22,49,52,210,65.6,7.9,64,223,117,404,70,33,110,48,194,43.3,175,34.6,39.4,36.5,38.5,25,52,57.1,42.3,22,30.8,16,25,13,1.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.43,27.6,
France, Ty,664034,2022,87.6,10.1,34.8,25,5.4,5,27.5,21.9,35.1,3.9,36.7,99.00236807,5.536871667,76,9.8,31.7,39.5,60.5,147,372,53.1,1174,81.7,6.4,215,1282,713,2211,90.2,77,787,46.9,1036,41.9,925,19.3,52.5,35.5,35.1,29.4,462,57.5,47.8,221,21.2,98,25.5,118,5.4,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.88,24.7,
Lowe, Brandon,664040,2022,89.4,16.6,35.4,18,10.3,4.6,20,30.9,29.1,5.1,38.9,99.918656897,6.284977069,77.9,23.6,29.9,57.8,42.2,89,154,51.3,515,87.1,6.2,209,473,322,1004,75.9,90,381,48.7,489,43.3,435,33.5,53.3,38.3,39.4,22.3,175,61.7,38.3,67,26.3,46,24.6,43,10.9,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.37,27.5,
Davis, Jaylin,664041,2022,88.2,7.1,53.8,0,0,0,53.8,15.4,23.1,7.7,38.5,99.263558571,6.163736923,65.6,45,20.9,64.3,35.7,9,14,52.3,67,75,6.3,18,77,33,128,55,18,40,47.7,61,41.4,53,50,42.2,23.1,61.5,15.4,13,48.1,38.5,5,7.7,1,53.8,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.1,
Bader, Harrison,664056,2022,83.4,16.7,28.4,8,3.4,5.6,24.1,31.9,26.3,8.6,26.3,96.180596034,4.143730991,64.6,10.7,34.5,39.6,59.1,89,225,55,653,60.5,6.8,109,575,491,1187,88.1,37,345,45,534,40.6,482,22.1,48,34.5,46.1,19.4,232,59.1,41.4,96,25,58,20.7,48,12.9,30,,,,,,,,,,,6,0,7,0.0,5,12,41.7,10,10,100.0,12,91.7,11,100.0,12,12,0.1,1.4,-0.4,1.1,35.9,17,4.27,29.1,
Fletcher, David,664058,2022,82.1,15,41.1,0,0,0.5,32.2,30.7,29.7,6.4,7.4,91.09124866,1.628919691,60.3,6.8,32.5,25.5,74.5,26,102,43,314,69.8,8.6,48,461,218,730,92.8,17,251,57,416,44,321,12.2,48.4,33.2,33.2,33.7,202,61.4,37.1,75,20.3,41,31.7,64,10.9,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.48,26.1,
Haggerty, Sam,664059,2022,86,13.6,32.5,5,4,2.4,28.6,24.6,32.5,7.9,24.6,96.38917,4.207266333,71.8,21.5,27.3,44.1,52,45,102,50.7,373,89.2,8.8,146,401,188,735,75.8,56,260,49.3,362,44.2,325,27.9,49.3,43.7,32.5,23.8,126,67.7,46,58,20.6,26,24.6,31,8.7,11,,,,,,,,,,,5,0,5,0.0,2,2,100.0,10,13,76.9,12,100.0,12,87.5,7,8,0,0.5,0.6,1.1,35.3,6,4.33,28.9,
Allen, Austin,664119,2022,92.7,25,20,0,0,20,0,40,40,0,60,99.038233333,6.818966,61.3,21.1,38.9,85.7,14.3,12,14,53.7,36,100,10.4,5,29,33,67,78.9,4,19,46.3,31,47.8,32,48.5,49.3,20,40,40,5,75,40,2,40,2,0,0,20,1,1,2.14,,2.14,0,,,,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,
Moore, Dylan,664238,2022,87.2,20.7,39.4,17,12.9,7.6,17.4,31.1,22.7,8.3,36.4,98.982847692,5.508799615,59.2,23,18.8,41.7,56.5,45,108,50.8,576,76.2,7.4,119,628,383,1133,76.7,76,330,49.2,557,41.9,475,27.6,38.7,38.6,37.1,24.2,132,59.7,32.6,43,32.6,43,22,29,12.9,17,,,,,,,,,,,2,0,10,0.0,1,3,33.3,7,8,87.5,12,83.3,10,100.0,6,6,-0.4,1,0.1,0.7,34.7,,4.4,28.3,
Garlick, Kyle,664247,2022,90.2,15.1,36.9,10,9.7,8.7,23.3,23.3,32,2.9,47.6,101.399865577,7.232580777,64.4,24.7,33.6,54.4,45.6,56,103,51,307,81.6,6.3,82,281,235,602,75.3,47,190,49,295,46,277,35.2,48.7,47.6,29.1,23.3,103,63,41.7,43,29.1,30,22.3,23,6.8,7,,,,,,,,,,,-3,0,3,0.0,0,1,0.0,1,3,33.3,3,66.7,2,87.5,7,8,-1.6,-0.4,1,-0.9,32,,4.68,26.6,
Florial, Estevan,664314,2022,85.6,14.3,16.7,1,5.6,5.6,16.7,22.2,38.9,11.1,27.8,96.359127778,4.462302353,72.9,37.3,25.7,72.2,27.8,13,18,50,70,93.8,11.4,21,91,28,140,62.7,19,51,50,70,44.3,62,46.4,49.3,33.3,33.3,33.3,18,65.7,50,9,11.1,2,16.7,3,22.2,4,,,,,,,,,,,-1,1,2,50.0,3,5,60.0,1,1,100.0,0,,0,50.0,1,2,0.7,1.1,0.1,1.8,36.1,1,,27.9,
Whitefield, Aaron,664334,2022,95.3,-1.8,33.3,1,16.7,16.7,0,0,66.7,0,50,103.911796667,9.571343333,61.9,30.8,25.9,71.4,28.6,5,7,56.3,27,100,4.2,7,22,18,48,69.2,4,13,43.8,21,52.1,25,45,41.7,66.7,33.3,0,6,63.6,66.7,4,0,0,33.3,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lopez, Alejo,664670,2022,83.8,9.3,37.9,1,0.8,4.8,25,25,38.7,3.2,20.2,94.42221,3.277312397,72.4,11.2,29.2,28.6,71.4,24,84,50.4,288,76.9,9.1,89,348,130,571,88.8,23,205,49.6,283,43.1,246,16.3,50.6,35.5,34.7,29.8,124,60.6,47.6,59,18.5,23,30.6,38,3.2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,26.6,
Straw, Myles,664702,2022,87,9.8,34.1,3,0.7,4.8,25.1,28.6,35.9,4.4,26.5,95.486124533,3.784236481,57.9,8.1,19.6,28.4,71.6,60,211,45.6,1075,69.1,9.3,126,1513,717,2360,91.7,60,743,54.4,1283,41.9,988,12.6,40.5,24,39.4,36.6,454,62.2,47.6,216,22.5,102,26.2,119,3.7,17,,,,,,,,,,,13,2,28,7.1,7,15,46.7,19,24,79.2,29,100.0,29,100.0,16,16,0.1,0.5,0,0.5,34.7,50,4.14,29.3,
Isbel, Kyle,664728,2022,89.7,10.6,30.4,9,4.9,7.1,23.4,25,32.6,6.5,44.6,100.466422667,6.564799889,65.1,14.9,28.2,37.7,61,58,154,50.9,547,77.5,6.6,180,621,267,1074,84,51,343,49.1,527,45.3,487,21.9,46.3,47.3,32.6,20.1,184,59,44,81,20.1,37,25.5,47,10.3,19,,,,,,,,,,,12,3,21,14.3,10,14,71.4,8,9,88.9,15,93.3,14,91.7,11,12,2.3,3,-0.5,4.8,38.7,1,4.34,28.0,
Higgins, P.J.,664731,2022,86,8.7,34.7,5,3.4,4.1,25.9,23.8,35.4,6.1,25.5,95.709141571,3.886405683,61.9,15,25.7,53.7,45.5,65,121,52.2,470,71.7,6.7,98,506,290,916,84.6,40,266,47.8,430,44.6,401,27.3,43.1,34.7,35.4,29.9,147,62,44.9,66,21.1,31,27.2,40,6.8,10,15,2.03,2.04,2,1,1.52,1.52,,0.72,78.9,,,,,,,,,,,,,,,,,,,,,,,4.51,26.4,
Bohm, Alec,664761,2022,90.2,10.4,37.7,33,6.8,6,29.8,21.6,33.3,2.5,43,100.649873374,6.552579815,72.1,16.1,31.3,31.9,68.1,118,370,51.4,1182,80,7.8,183,1377,728,2301,83.9,130,807,48.6,1119,43.6,1003,21.1,51.2,30.2,39.1,30.7,486,62.7,46.3,225,21,102,27.2,132,5.6,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.59,27.1,
Wade Jr., LaMonte,664774,2022,87.7,21.1,33.7,16,9.5,5.9,19.5,33.7,26,5.3,34.3,98.05927131,5.112804491,67.2,11.5,23.7,34.7,62.8,42,121,51.5,511,79,6.3,124,609,253,992,87.6,37,323,48.5,481,45.1,447,17.8,44.8,38.5,39.1,22.5,169,56.6,34.3,58,38.5,65,17.8,30,9.5,16,,,,,,,,,,,-2,1,6,16.7,0,4,0.0,2,4,50.0,4,75.0,3,66.7,2,3,-0.9,-1.3,0.5,-1.7,30.9,,4.67,26.0,
Mazeika, Patrick,664850,2022,84.5,15.4,29.5,2,3.3,3.3,18,34.4,32.8,8.2,18,93.467468276,2.797627414,65.7,10,34.7,23.5,76.5,12,51,51.8,147,81.3,5.6,62,147,70,284,90,9,90,48.2,137,43.7,124,14.9,49.6,55.7,31.1,13.1,61,63.9,42.6,26,26.2,16,19.7,12,11.5,7,6,2.06,2.04,2.09,1,1.7,1.7,,0.71,76.4,,,,,,,,,,,,,,,,,,,,,,,4.71,24.1,
Zavala, Seby,664874,2022,88.8,22.7,41.2,11,9.2,6.7,26.1,35.3,17.6,4.2,37,98.11221069,5.374340172,77.3,26.6,31.7,62.1,37.9,90,145,52.2,457,84.5,8.1,77,506,287,875,73.4,86,323,47.8,418,42.6,373,37.6,53.5,39.5,30.3,30.3,119,67.3,29.4,35,33.6,40,29.4,35,7.6,9,14,1.97,1.97,1.97,3,1.58,1.59,1.55,0.74,82.2,,,,,,,,,,,,,,,,,,,,,,,4.72,25.8,
Mendick, Danny,664901,2022,86.8,10.3,38.7,3,4,2.7,25.3,25.3,38.7,4,20,95.653647838,3.91142,64.2,21.7,19.3,37.5,60,15,40,49.1,207,70.2,11.1,39,222,157,422,78.3,30,138,50.9,215,38.9,164,25.3,42.2,34.7,36,29.3,75,65.1,45.3,34,24,18,28,21,2.7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4.64,26.0,
Brown, Seth,664913,2022,89.2,15.8,34.9,46,13,5.4,23.4,29.6,24.8,3.7,41.4,101.723429266,7.001222068,69.7,18,29.1,54.5,45.2,183,336,52.6,1156,77.1,7.1,458,997,739,2198,81.5,131,726,47.4,1042,42.6,937,29.6,48.3,40.3,36.1,23.7,355,61.2,36.6,130,30.4,108,24.5,87,8.5,30,,,,,,,,,,,-4,0,7,0.0,0,4,0.0,5,10,50.0,8,75.0,6,90.9,10,11,0.3,-1.4,0.1,-1,32.5,,4.51,27.9,
McCarthy, Jake,664983,2022,87.4,8,32.5,12,4.8,3.2,25.3,20.5,37.8,8.4,33.7,98.235931513,5.298753151,74.6,19.3,29.8,49.4,48.9,89,180,47.9,605,88.2,7.4,165,665,418,1263,78,95,491,52.1,658,42.5,537,27.4,53.1,34.9,41,24.1,249,65.5,51.8,129,21.7,54,23.3,58,3.2,8,,,,,,,,,,,-1,1,15,6.7,3,11,27.3,1,4,25.0,11,100.0,11,100.0,10,10,-1.4,-0.5,0.6,-1.4,31.3,71,4.21,30.1,
Clemens, Kody,665019,2022,89.4,17.4,26.7,5,5.8,5.8,20.9,37.2,27.9,2.3,37.2,98.286138605,5.203562907,71.5,19.7,33.3,45.1,54.9,37,82,48.3,246,78.9,7.5,85,258,160,509,80.3,37,188,51.7,263,44,224,27.4,53,54.7,25.6,19.8,86,70.9,38.4,33,36,31,17.4,15,8.1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.47,27.3,
